dossier	chambre	stade	fichier	url
JORFDOLE000017758142	assemblee	Proposition de loi adoptée en deuxième lecture par l'Assemblée nationale le 10 janvier 2008	13-ta-ta0078.asp	http://www.assemblee-nationale.fr/13/ta/ta0078.asp
JORFDOLE000017758142	assemblee	Proposition de loi modifiée par l'Assemblée nationale le 11 décembre 2007	13-ta-ta0065.asp	http://www.assemblee-nationale.fr/13/ta/ta0065.asp
JORFDOLE000017758142	senat	Proposition de loi	leg-ppl06-369.html	http://www.senat.fr/leg/ppl06-369.html
JORFDOLE000017758142	senat	Proposition de loi adoptée en 1ère lecture par le Sénat le 1er octobre 2007	publication_pl-2006-2007-466.html	http://ameli.senat.fr/publication_pl/2006-2007/466.html
JORFDOLE000017758142	senat	Proposition de loi adoptée en deuxième lecture par le Sénat le 8 janvier 2008	publication_pl-2007-2008-137.html	http://ameli.senat.fr/publication_pl/2007-2008/137.html
JORFDOLE000017758143	assemblee	Projet de loi adopté par l'Assemblée nationale le 20 novembre 2007	13-ta-ta0052.asp	http://www.assemblee-nationale.fr/13/ta/ta0052.asp
JORFDOLE000017758167	assemblee	Proposition de loi	13-propositions-pion0177.asp	http://www.assemblee-nationale.fr/13/propositions/pion0177.asp
JORFDOLE000017758167	assemblee	Proposition de loi adoptée en 1ère lecture par l'Assemblée nationale le 9 octobre 2007	13-ta-ta0038.asp	http://www.assemblee-nationale.fr/13/ta/ta0038.asp
JORFDOLE000017758167	assemblee	Proposition de loi adoptée sans modification en 2ème lecture par l'Assemblée nationale le 11 décembre 2007	13-ta-ta0063.asp	http://www.assemblee-nationale.fr/13/ta/ta0063.asp
JORFDOLE000017758167	senat	Proposition de loi modifiée par le Sénat le 25 octobre 2007	leg-tas07-014.html	http://www.senat.fr/leg/tas07-014.html
JORFDOLE000017758176	assemblee	Texte modifié en 1ère lecture par l 'Assemblée nationale le 2 octobre 2007	13-ta-ta0037.asp	http://www.assemblee-nationale.fr/13/ta/ta0037.asp
JORFDOLE000017758176	senat	Texte adopté en 1ère lecture par le Sénat le 19 septembre 2007	leg-tas06-135.html	http://www.senat.fr/leg/tas06-135.html
JORFDOLE000017758176	senat	Texte adopté sans modification en 2ème lecture par le Sénat le 17 octobre 2007	leg-tas07-009.html	http://www.senat.fr/leg/tas07-009.html
JORFDOLE000017758233	assemblee	Projet de loi adopté en 1ère lecture par l'Assemblée nationale le 21 février 2007	12-ta-ta0683.asp	http://www.assemblee-nationale.fr/12/ta/ta0683.asp
JORFDOLE000017758233	assemblee	Projet de loi adopté par l'Assemblée nationale en CMP le 22 février 2007	12-ta-ta0704.asp	http://www.assemblee-nationale.fr/12/ta/ta0704.asp
JORFDOLE000017758233	senat	Projet de loi adopté le 1er février par le Sénat	publication_pl-2006-2007-170.html	http://ameli.senat.fr/publication_pl/2006-2007/170.html
JORFDOLE000017758328	assemblee	Texte adopté avec modifications en 2ème lecture par l'Assemblée nationale le 13 décembre 2006	12-ta-ta0632.asp	http://www.assemblee-nationale.fr/12/ta/ta0632.asp
JORFDOLE000017758328	assemblee	Texte adopté en lecture CMP par l'Assemblée nationale le 20 décembre 2006	12-ta-ta0640.asp	http://www.assemblee-nationale.fr/12/ta/ta0640.asp
JORFDOLE000017758328	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 30 mai 2006	12-ta-ta0579.asp	http://www.assemblee-nationale.fr/12/ta/ta0579.asp
JORFDOLE000017758328	senat	Texte adopté avec modifications en 2ème lecture par le Sénat le 11 septembre 2006	publication_pl-2005-2006-370.html	http://ameli.senat.fr/publication_pl/2005-2006/370.html
JORFDOLE000017758328	senat	Texte adopté en 1ère lecture par le Sénat le 14 avril 2005	leg-tas04-097.html	http://www.senat.fr/leg/tas04-097.html
JORFDOLE000017758328	senat	Texte adopté en lecture CMP par le Sénat le 20 décembre 2006	leg-tas06-033.html	http://www.senat.fr/leg/tas06-033.html
JORFDOLE000017758391	assemblee	Projet de loi adopté en lecture CMP, par l'Assemblée nationale le 7 novembre 2006	12-ta-ta0614.asp	http://www.assemblee-nationale.fr/12/ta/ta0614.asp
JORFDOLE000017758391	assemblee	Projet de loi adopté en première lecture par l'Assemblée nationale le 3 octobre 2006	12-ta-ta0607.asp	http://www.assemblee-nationale.fr/12/ta/ta0607.asp
JORFDOLE000017758391	senat	Projet de loi adopté en lecture CMP par le Sénat le 8 novembre 2006	leg-tas06-021.html	http://www.senat.fr/leg/tas06-021.html
JORFDOLE000017758446	assemblee	Projet de loi modifié en deuxième lecture par l'Assemblée nationale le 6 juin 2006	12-ta-pdf-ta0581.pdf	http://www.assemblee-nationale.fr/12/ta-pdf/ta0581.pdf
JORFDOLE000017758446	assemblee	Projet de loi modifié en première lecture par l'Assemblée nationale le 31 janvier 2006	12-ta-pdf-ta0533.pdf	http://www.assemblee-nationale.fr/12/ta-pdf/ta0533.pdf
JORFDOLE000017758446	senat	Projet de loi adopté le 30 juin 2006 en Commission mixte paritaire	publication_pl-2005-2006-416.html	http://ameli.senat.fr/publication_pl/2005-2006/416.html
JORFDOLE000017758534	assemblee	Projet de loi adopté par l'Assemblée nationale en 1ère lecture le 22 mars 2006	12-ta-ta0556.asp	http://www.assemblee-nationale.fr/12/ta/ta0556.asp
JORFDOLE000017758534	senat	Projet de loi adopté par le Sénat en 1ère lecture le 30 mars 2006	publication_pl-2005-2006-276.html	http://ameli.senat.fr/publication_pl/2005-2006/276.html
JORFDOLE000017758603	assemblee	Projet de loi adopté par l'Assemblée nationale en première lecture le 18 octobre 2005	12-ta-ta0488.asp	http://www.assemblee-nationale.fr/12/ta/ta0488.asp
JORFDOLE000017758603	assemblee	Projet de loi adopté par l'Assemblée nationale le 22 décembre 2005, en lecture CMP	12-ta-pdf-ta0527	http://www.assemblee-nationale.fr/12/ta-pdf/ta0527
JORFDOLE000017758603	senat	Projet de loi adopté par le Sénat en première lecture le 9 novembre 2005	leg-tas05-028.html	http://www.senat.fr/leg/tas05-028.html
JORFDOLE000017758603	senat	Projet de loi adopté par le Sénat le 22 décembre 2005, en lecture CMP	publication_pl-2005-2006-122.html	http://ameli.senat.fr/publication_pl/2005-2006/122.html
JORFDOLE000017758604	assemblee	Projet de loi adopté en première lecture par l'Assemblée nationale le 14 décembre 2005	12-ta-ta0520.asp	http://www.assemblee-nationale.fr/12/ta/ta0520.asp
JORFDOLE000017758604	assemblee	Projet de loi adopté par l'Assemblée nationale le 22 décembre 2005	12-ta-pdf-TA0529.pdf	http://www.assemblee-nationale.fr/12/ta-pdf/TA0529.pdf
JORFDOLE000017758604	senat	Projet de loi adopté en première lecture par le Sénat le 18 octobre	publication_pl-2005-2006-9.html	http://ameli.senat.fr/publication_pl/2005-2006/9.html
JORFDOLE000017758604	senat	Projet de loi adopté par le Sénat le 22 décembre 2005	publication_pl-2005-2006-141.html	http://ameli.senat.fr/publication_pl/2005-2006/141.html
JORFDOLE000017758692	assemblee	Projet de loi adopté par l'Assemblée nationale le 7 juillet 2005	12-ta-pdf-ta0468.pdf	http://www.assemblee-nationale.fr/12/ta-pdf/ta0468.pdf
JORFDOLE000017758692	senat	Projet de loi adopté par le Sénat le 16 juin 2005	publication_pl-2004-2005-297.html	http://ameli.senat.fr/publication_pl/2004-2005/297.html
JORFDOLE000017758767	assemblee	Projet de loi adopté en première lecture par l'Assemblée nationale le 21 juin 2005	12-ta-ta0453.asp	http://www.assemblee-nationale.fr/12/ta/ta0453.asp
JORFDOLE000017758767	senat	Projet de loi adopté en première lecture par le Sénat le 28 juin 2005	leg-tas04-129.html	http://www.senat.fr/leg/tas04-129.html
JORFDOLE000017758855	assemblee	Projet de loi adopté en deuxième lecture par l'Assemblée nationale le 3 mai 2005	12-ta-ta0419.asp	http://www.assemblee-nationale.fr/12/ta/ta0419.asp
JORFDOLE000017758855	assemblee	Projet de loi adopté par l'Assemblée nationale le 20 janvier 2005	12-ta-ta0373.asp	http://www.assemblee-nationale.fr/12/ta/ta0373.asp
JORFDOLE000017758855	senat	Projet de loi adopté en deuxième lecture par le Sénat le 10 mars 2005	publication_pl-2004-2005-149.html	http://ameli.senat.fr/publication_pl/2004-2005/149.html
JORFDOLE000017758855	senat	Projet de loi adopté par le Sénat le 28 janvier 2004	publication_pl-2002-2003-410.html	http://ameli.senat.fr/publication_pl/2002-2003/410.html
JORFDOLE000017758964	assemblee	Texte adopté avec modifications en 2ème lecture par l'Assemblée nationale le 14 octobre 2004	12-ta-ta0340.asp	http://www.assemblee-nationale.fr/12/ta/ta0340.asp
JORFDOLE000017758964	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 30 janvier 2004	12-ta-ta0252.asp	http://www.assemblee-nationale.fr/12/ta/ta0252.asp
JORFDOLE000017758964	assemblee	Texte de la CMP adopté par l'Assemblée nationale le 10 février 2005	12-ta-ta0380.asp	http://www.assemblee-nationale.fr/12/ta/ta0380.asp
JORFDOLE000017758964	senat	Texte de la CMP adopté définitivement par le Sénat le 10 février 2005	leg-tas04-061.html	http://www.senat.fr/leg/tas04-061.html
JORFDOLE000017758964	senat	Texte modifié en 1ère lecture par le Sénat le 18 mai 2004	leg-tas03-076.html	http://www.senat.fr/leg/tas03-076.html
JORFDOLE000017758964	senat	Texte modifié en 2ème lecture par le Sénat le 27 janvier 2005	leg-tas04-046.html	http://www.senat.fr/leg/tas04-046.html
JORFDOLE000017759076	assemblee	Proposition de loi	12-propositions-pion1141.asp	http://www.assemblee-nationale.fr/12/propositions/pion1141.asp
JORFDOLE000017759076	assemblee	Proposition de loi adoptée le 11 décembre 2003	12-ta-TA0214.pdf	http://www.assemblee-nationale.fr/12/ta/TA0214.pdf
JORFDOLE000017759076	senat	Proposition de loi adoptée le 22 juin 2004 devant le Séant en première lecture	publication_pl-2003-2004-114.html	http://ameli.senat.fr/publication_pl/2003-2004/114.html
JORFDOLE000017759081	assemblee	Texte adopté en 1ère lecture sans modification par l'Assemblée nationale le 20 décembre 2004	12-ta-ta0368.asp	http://www.assemblee-nationale.fr/12/ta/ta0368.asp
JORFDOLE000017759081	senat	Texte adopté en 1ère lecture par le Sénat le 5 novembre 2004	leg-tas04-020.html	http://www.senat.fr/leg/tas04-020.html
JORFDOLE000017759386	assemblee	Texte adopté avec modifications en 2ème lecture par l'Assemblée nationale le 29 avril 2004	12-ta-ta0283-2.pdf	http://www.assemblee-nationale.fr/12/ta/ta0283-2.pdf
JORFDOLE000017759386	assemblee	Texte adopté en 1ère lecture à l'Assemblée nationale le 30 janvier 2002	ta-ta0780.asp	http://www.assemblee-nationale.fr/ta/ta0780.asp
JORFDOLE000017759386	senat	Texte adopté avec modifications en 1ère lecture par le Sénat le 1er avril 2003	leg-tas03-096.html	http://www.senat.fr/leg/tas03-096.html
JORFDOLE000017759386	senat	Texte adopté définitivement en 2ème lecture par le Sénat le 15 juillet 2004	leg-tas04-108.html	http://www.senat.fr/leg/tas04-108.html
JORFDOLE000017759445	assemblee	Projet de loi adopté en 1ère lecture par l'Assemblée nationale le 12 février 2004	12-ta-ta0258.asp	http://www.assemblee-nationale.fr/12/ta/ta0258.asp
JORFDOLE000017759445	assemblee	Projet de loi adopté en CMP par l'Assemblée nationale le 3 juin 2004	12-ta-ta0303.asp	http://www.assemblee-nationale.fr/12/ta/ta0303.asp
JORFDOLE000017759445	senat	Projet de loi adopté en 1ère lecture par le Sénat le 15 avril 2004	leg-tas03-072.html	http://www.senat.fr/leg/tas03-072.html
JORFDOLE000017759445	senat	Projet de loi adopté en CMP par le Sénat le 3 juin 2004	leg-tas03-090.html	http://www.senat.fr/leg/tas03-090.html
JORFDOLE000017759461	assemblee	Projet de loi adopté en 1ère lecture par l'Assemblée nationale le 26 février 2003	12-ta-ta0089.asp	http://www.assemblee-nationale.fr/12/ta/ta0089.asp
JORFDOLE000017759461	assemblee	Projet de loi adopté en 2e lecture par l'Assemblée nationale le 8 janvier 2004	12-ta-ta0235.asp	http://www.assemblee-nationale.fr/12/ta/ta0235.asp
JORFDOLE000017759461	assemblee	Projet de loi adopté en CMP par l'Assemblée nationale le 6 mai 2004	12-ta-ta0285.asp	http://www.assemblee-nationale.fr/12/ta/ta0285.asp
JORFDOLE000017759461	senat	Projet de loi adopté en 1ère lecture par le Sénat le 25 juin 2003	leg-tas02-140.html	http://www.senat.fr/leg/tas02-140.html
JORFDOLE000017759461	senat	Projet de loi adopté en 2e lecture par le Sénat le 8 avril 2004	leg-tas03-071.html	http://www.senat.fr/leg/tas03-071.html
JORFDOLE000017759461	senat	Projet de loi adopté en CMP par le Sénat le 13 mai 2004	leg-tas03-075.html	http://www.senat.fr/leg/tas03-075.html
JORFDOLE000017760141	assemblee	Projet de loi adopté en 1ère lecture par l'Assemblée nationale le 11 juillet 2003	12-ta-ta0168.asp	http://www.assemblee-nationale.fr/12/ta/ta0168.asp
JORFDOLE000017760141	assemblee	Projet de loi adopté en CMP par l'Assemblée nationale le 24 juillet 2003	12-ta-ta0182.asp	http://www.assemblee-nationale.fr/12/ta/ta0182.asp
JORFDOLE000017760141	senat	Projet de loi adopté en 1ère lecture par le Sénat le 23 juillet 2003	leg-tas02-149.html	http://www.senat.fr/leg/tas02-149.html
JORFDOLE000017760141	senat	Projet de loi adopté en CMP par le Sénat le 24 juillet 2003	leg-tas02-152.html	http://www.senat.fr/leg/tas02-152.html
JORFDOLE000017760197	assemblee	Projet de loi adopté en 1ère lecture par l'Assemblée nationale le 6 mai 2003	12-ta-ta0133.asp	http://www.assemblee-nationale.fr/12/ta/ta0133.asp
JORFDOLE000017760197	assemblee	Projet de loi adopté en 2e lecture par l'Assemblée nationale le 17 juillet 2003	12-ta-ta0178.asp	http://www.assemblee-nationale.fr/12/ta/ta0178.asp
JORFDOLE000017760197	senat	Projet de loi	leg-pjl02-166.html	http://www.senat.fr/leg/pjl02-166.html
JORFDOLE000017760197	senat	Projet de loi adopté en 1ère lecture par le Sénat le 20 mars 2003	leg-tas02-092.html	http://www.senat.fr/leg/tas02-092.html
JORFDOLE000017760197	senat	Projet de loi adopté en 2e lecture par le Sénat le 5 juin 2003	leg-tas02-119.html	http://www.senat.fr/leg/tas02-119.html
JORFDOLE000017760408	assemblee	Projet de loi adopté en 1ère lecture par l'Assemblée nationale le 28 janvier 2003	12-ta-ta0079.asp	http://www.assemblee-nationale.fr/12/ta/ta0079.asp
JORFDOLE000017760408	assemblee	Projet de loi adopté en CMP par l'Assemblée nationale le 12 février 2003	12-ta-ta0086.asp	http://www.assemblee-nationale.fr/12/ta/ta0086.asp
JORFDOLE000017760408	senat	Projet de loi	leg-pjl02-030.html	http://www.senat.fr/leg/pjl02-030.html
JORFDOLE000017760408	senat	Projet de loi adopté en 1ère lecture par le Sénat le 19 novembre 2002	leg-tas02-030.html	http://www.senat.fr/leg/tas02-030.html
JORFDOLE000017760408	senat	Projet de loi adopté en CMP par le Sénat le 13 février 2003	leg-tas02-068.html	http://www.senat.fr/leg/tas02-068.html
JORFDOLE000017841208	assemblee	Projet de loi adopté en CMP par l'assemblée nationale le 20 décembre 2007	13-ta-ta0075.asp	http://www.assemblee-nationale.fr/13/ta/ta0075.asp
JORFDOLE000017841208	assemblee	Projet de loi adopté par l'Assemblée nationale le 27 novembre 2007	13-ta-ta0057.asp	http://www.assemblee-nationale.fr/13/ta/ta0057.asp
JORFDOLE000017841208	senat	Projet de loi adopté en CMP par le Sénat le 20 décembre 2007	publication_pl-2007-2008-142.html	http://ameli.senat.fr/publication_pl/2007-2008/142.html
JORFDOLE000017841208	senat	Projet de loi adopté par le Sénat le 14 décembre 2007	publication_pl-2007-2008-109.html	http://ameli.senat.fr/publication_pl/2007-2008/109.html
JORFDOLE000018052730	assemblee	Projet de loi	12-projets-pl0507.asp	http://www.assemblee-nationale.fr/12/projets/pl0507.asp
JORFDOLE000018052730	assemblee	Projet de loi adopté en 1ère lecture par l'Assemblée nationale le 11 février 2003	12-ta-ta0085.asp	http://www.assemblee-nationale.fr/12/ta/ta0085.asp
JORFDOLE000018052730	assemblee	Projet de loi adopté en 2e lecture par l'Assemblée nationale le 4 juin 2003	12-ta-ta0144.asp	http://www.assemblee-nationale.fr/12/ta/ta0144.asp
JORFDOLE000018052730	assemblee	Projet de loi adopté en CMP par l'Assemblée nationale le 17 juillet 2003	12-ta-ta0176.asp	http://www.assemblee-nationale.fr/12/ta/ta0176.asp
JORFDOLE000018052730	senat	Projet de loi adopté en 1ère lecture par le Sénat le 27 mars 2003	leg-tas02-094.html	http://www.senat.fr/leg/tas02-094.html
JORFDOLE000018052730	senat	Projet de loi adopté en 2e lecture par le Sénat le 18 juin 2003	leg-tas02-138.html	http://www.senat.fr/leg/tas02-138.html
JORFDOLE000018052730	senat	Projet de loi adopté en CMP par le Sénat le 21 juillet 2003	leg-tas02-145.html	http://www.senat.fr/leg/tas02-145.html
JORFDOLE000018157637	assemblee	Projet de loi adopté par l'Assemblée nationale en première lecture le 14 octobre 2003:	12-ta-ta0192.asp	http://www.assemblee-nationale.fr/12/ta/ta0192.asp
JORFDOLE000018157637	assemblee	Projet de loi adopté par l'Assemblée nationale le 30 juillet 2004	12-ta-ta0323.asp	http://www.assemblee-nationale.fr/12/ta/ta0323.asp
JORFDOLE000018157637	assemblee	Projet de loi relatif à la politique de santé publique adopté par l'Assemblée nationale en deuxième lecture le 27 avril 2004 :	12-ta-ta0280.asp	http://www.assemblee-nationale.fr/12/ta/ta0280.asp
JORFDOLE000018157637	senat	Projet de loi adopté par le Sénat le 30 juillet 2004	dossierleg-pjl03-019.html	http://www.senat.fr/dossierleg/pjl03-019.html
JORFDOLE000018157637	senat	Projet de loi adopté par le Sénat le 9 juillet 2004	publication_pl-2003-2004-278.html	http://ameli.senat.fr/publication_pl/2003-2004/278.html
JORFDOLE000018730653	assemblee	Projet de loi adopté en 1ère lecture par l'Assemblée nationale le 17 juin 2008	13-ta-ta0159.asp	http://www.assemblee-nationale.fr/13/ta/ta0159.asp
JORFDOLE000018730653	assemblee	Projet de loi adopté en CMP par l'Assemblée nationale le 22 juillet 2008	13-ta-ta0176.asp	http://www.assemblee-nationale.fr/13/ta/ta0176.asp
JORFDOLE000018730653	senat	Projet de loi adopté en 1ère lecture par le Sénat le 10 juillet 2008	publication_pl-2007-2008-398.html	http://ameli.senat.fr/publication_pl/2007-2008/398.html
JORFDOLE000018730653	senat	Projet de loi adopté en CMP par le Sénat le 23 juillet 2008	publication_pl-2007-2008-476.html	http://ameli.senat.fr/publication_pl/2007-2008/476.html
JORFDOLE000018770022	assemblee	Projet de loi adopté en 1ère lecture par l'Assemblée nationale le 6 mai 2008	13-ta-ta0138.asp	http://www.assemblee-nationale.fr/13/ta/ta0138.asp
JORFDOLE000018770022	senat	Proposition de loi	leg-ppl06-432.html	http://www.senat.fr/leg/ppl06-432.html
JORFDOLE000018770022	senat	Proposition de loi adoptée en 1ère lecture par le Sénat le 21 novembre 2007	leg-tas07-024.html	http://www.senat.fr/leg/tas07-024.html
JORFDOLE000018770022	senat	Proposition de loi adoptée sans modification en 2ème lecture par le Sénat le 5 juin 2008	publication_pl-2007-2008-323.html	http://ameli.senat.fr/publication_pl/2007-2008/323.html
JORFDOLE000019261102	assemblee	Projet de loi adopté en 1ère lecture par l'Assemblée nationale le 9 avril 2009	13-ta-ta0267.asp	http://www.assemblee-nationale.fr/13/ta/ta0267.asp
JORFDOLE000019261102	assemblee	Projet de loi adopté en CMP par l'Assemblée nationale le 13 mai 2009	13-ta-ta0276.asp	http://www.assemblee-nationale.fr/13/ta/ta0276.asp
JORFDOLE000019261102	senat	Projet de loi adopté en 1ère lecture par le Sénat le 12 mars 2009	leg-tas08-061.html	http://www.senat.fr/leg/tas08-061.html
JORFDOLE000019261102	senat	Projet de loi adopté en CMP par le Sénat le 13 mai 2009	leg-tas08-080.html	http://www.senat.fr/leg/tas08-080.html
JORFDOLE000019424060	assemblee	Projet de loi adopté en 1ère lecture par l'Assemblée nationale le 8 octobre 2008 :	13-ta-ta0188.asp	http://www.assemblee-nationale.fr/13/ta/ta0188.asp
JORFDOLE000019424060	assemblee	Projet de loi adopté en CMP par l'Assemblée nationale le 25 novembre 2008	13-ta-ta0210.asp	http://www.assemblee-nationale.fr/13/ta/ta0210.asp
JORFDOLE000019424060	senat	Projet de loi adopté en CMP par le Sénat le 27 novembre 2008	publication_pl-2008-2009-77.html	http://ameli.senat.fr/publication_pl/2008-2009/77.html
JORFDOLE000019424060	senat	Projet de loi adopté par le Sénat en 1ère lecture le 24 octobre 2008	leg-tas08-004.html	http://www.senat.fr/leg/tas08-004.html
JORFDOLE000019456981	assemblee	Texte adopté définitivement par l'Assemblée nationale le 3 novembre 2009	13-ta-ta0359.asp	http://www.assemblee-nationale.fr/13/ta/ta0359.asp
JORFDOLE000019456981	assemblee	Texte adopté par l'Assemblée nationale le 22 septembre 2009	13-ta-ta0334.asp	http://www.assemblee-nationale.fr/13/ta/ta0334.asp
JORFDOLE000019456981	senat	Texte adopté par le Sénat le 2 novembre 2009	petite-loi-ameli-2009-2010-68.html	http://www.senat.fr/petite-loi-ameli/2009-2010/68.html
JORFDOLE000019456981	senat	Texte adopté par le Sénat le 9 mars 2009	leg-tas08-060.html	http://www.senat.fr/leg/tas08-060.html
JORFDOLE000019523974	senat	Projet de loi et exposé des motifs	leg-pjl06-179.html	http://www.senat.fr/leg/pjl06-179.html
JORFDOLE000019648575	assemblee	Proposition de loi	13-propositions-pion1085.asp	http://www.assemblee-nationale.fr/13/propositions/pion1085.asp
JORFDOLE000019648575	assemblee	Proposition de loi adoptée en 1ère lecture par l'Assemblée nationale le 14 octobre 2008	13-ta-ta0190.asp	http://www.assemblee-nationale.fr/13/ta/ta0190.asp
JORFDOLE000019648575	assemblee	Proposition de loi adoptée en 2ème lecture par l'Assemblée nationale le 28 avril 2009	13-ta-ta0271.asp	http://www.assemblee-nationale.fr/13/ta/ta0271.asp
JORFDOLE000019648575	senat	Proposition de loi adoptée en 1ère lecture par le Sénat le 25 mars 2009	leg-tas08-062.html	http://www.senat.fr/leg/tas08-062.html
JORFDOLE000020078758	assemblee	Texte adopté en CMP par l'Assemblée nationale le 29 juin 2010	13-ta-ta0504.asp	http://www.assemblee-nationale.fr/13/ta/ta0504.asp
JORFDOLE000020078758	assemblee	Texte de la commission déposé le 9 avril 2010	13-ta-commission-r2449-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r2449-a0.asp
JORFDOLE000020078758	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 11 mai 2010	13-ta-ta0458.asp	http://www.assemblee-nationale.fr/13/ta/ta0458.asp
JORFDOLE000020078758	senat	Texte adopté en 1ère lecture par le Sénat le 8 octobre 2009	publication_pl-2008-2009-553.html	http://ameli.senat.fr/publication_pl/2008-2009/553.html
JORFDOLE000020078758	senat	Texte adopté en CMP par le Sénat le 28 juin 2010	petite-loi-ameli-2009-2010-567.html	http://www.senat.fr/petite-loi-ameli/2009-2010/567.html
JORFDOLE000020078758	senat	Texte de la commission déposé le 9 juillet 2009	leg-pjl08-553.html	http://www.senat.fr/leg/pjl08-553.html
JORFDOLE000020132583	assemblee	Proposition de loi modifiée en 1ère lecture par l'Assemblée nationale le 30 juin 2010	13-ta-ta0506.asp	http://www.assemblee-nationale.fr/13/ta/ta0506.asp
JORFDOLE000020132583	assemblee	Texte de la commission n° 2622 déposé le 10 juin 2010	13-ta-commission-r2622-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r2622-a0.asp
JORFDOLE000020132583	senat	Proposition de loi	leg-ppl08-031.html	http://www.senat.fr/leg/ppl08-031.html
JORFDOLE000020132583	senat	Proposition de loi adoptée en 1ère lecture par le Sénat le 11 février 2009	publication_pl-2008-2009-31.html	http://ameli.senat.fr/publication_pl/2008-2009/31.html
JORFDOLE000020132583	senat	Proposition de loi adoptée sans modification en 2ème lecture par le Sénat le 8 décembre 2010	petite-loi-ameli-2010-2011-130.html	http://www.senat.fr/petite-loi-ameli/2010-2011/130.html
JORFDOLE000020132583	senat	Texte adopté par la commission le 14 janvier 2009	rap-l08-161-l08-16115.html-toc80	http://www.senat.fr/rap/l08-161/l08-16115.html#toc80
JORFDOLE000020132583	senat	Texte de la commission déposé le 24 novembre 2010	dossier-legislatif-ppl08-031.html	http://www.senat.fr/dossier-legislatif/ppl08-031.html
JORFDOLE000020213483	assemblee	Projet de loi adopté en 1ère lecture par l'Assemblée nationale	13-ta-ta0304.asp	http://www.assemblee-nationale.fr/13/ta/ta0304.asp
JORFDOLE000020213483	senat	Projet de loi adopté en 1ère lecture par le Sénat le 8 avril 2009	leg-tas08-074.html	http://www.senat.fr/leg/tas08-074.html
JORFDOLE000020542090	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 27 avril 2010	13-ta-ta0451.asp	http://www.assemblee-nationale.fr/13/ta/ta0451.asp
JORFDOLE000020542090	assemblee	Texte de la commission déposé le 10 décembre 2009	13-ta-commission-r2150-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r2150-a0.asp
JORFDOLE000020542090	senat	Texte adopté par le Sénat le 17 juin 2009	leg-tas08-098.html	http://www.senat.fr/leg/tas08-098.html
JORFDOLE000020542090	senat	Texte de la commission déposé le 2 juin 2009	leg-pjl08-448.html	http://www.senat.fr/leg/pjl08-448.html
JORFDOLE000020542090	senat	Texte de la commission déposé le 9 juin 2010	leg-pjl09-539.html	http://www.senat.fr/leg/pjl09-539.html
JORFDOLE000020913188	assemblee	Texte adopté avec modifications en 2ème lecture par l'Assemblée nationale le 22 juin 2010	13-ta-ta0493.asp	http://www.assemblee-nationale.fr/13/ta/ta0493.asp
JORFDOLE000020913188	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 4 mai 2010	13-ta-ta0454.asp	http://www.assemblee-nationale.fr/13/ta/ta0454.asp
JORFDOLE000020913188	assemblee	Texte de la commission déposé le 17 juin 2010	13-ta-commission-r2637-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r2637-a0.asp
JORFDOLE000020913188	assemblee	Texte de la commission déposé le 29 juillet 2009	13-ta-commission-r2388-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r2388-a0.asp
JORFDOLE000020913188	senat	Texte de la commission déposé le 27 mai 2010	leg-pjl09-508.html	http://www.senat.fr/leg/pjl09-508.html
JORFDOLE000020913188	senat	Texte de la commission déposé le 30 juin 2010	leg-pjl09-595.html	http://www.senat.fr/leg/pjl09-595.html
JORFDOLE000020913188	senat	Texte modifé en 1ère lecture par le Sénat le 10 juin 2010	leg-tas09-127.html	http://www.senat.fr/leg/tas09-127.html
JORFDOLE000021369332	assemblee	Proposition de loi	13-propositions-pion1890.asp	http://www.assemblee-nationale.fr/13/propositions/pion1890.asp
JORFDOLE000021369332	assemblee	Texte adopté avec modifications en 2ème lecture par l'Assemblée nationale le 9 février 2011	13-ta-ta0605.asp	http://www.assemblee-nationale.fr/13/ta/ta0605.asp
JORFDOLE000021369332	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 2 décembre 2009	13-ta-ta0376.asp	http://www.assemblee-nationale.fr/13/ta/ta0376.asp
JORFDOLE000021369332	assemblee	Texte adopté en CMP par l'Assemblée nationale le 13 avril 2011	13-ta-ta0647.asp	http://www.assemblee-nationale.fr/13/ta/ta0647.asp
JORFDOLE000021369332	assemblee	Texte de la commission déposé le 24 novembre 2009	13-rapports-r2095-a0.asp	http://www.assemblee-nationale.fr/13/rapports/r2095-a0.asp
JORFDOLE000021369332	assemblee	Texte de la commission déposé le 26 janvier 2011	13-ta-commission-r3112-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r3112-a0.asp
JORFDOLE000021369332	senat	Texte adopté en CMP par le Sénat le 14 avril 2011	petite-loi-ameli-2010-2011-405.html	http://www.senat.fr/petite-loi-ameli/2010-2011/405.html
