dossier	chambre	stade	fichier	url
JORFDOLE000027750379	senat	Texte modifié en 2ème lecture par le Sénat le 4 juin 2014	petite-loi-ameli-2013-2014-564.html	http://www.senat.fr/petite-loi-ameli/2013-2014/564.html
JORFDOLE000027926565	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 1er octobre 2013	14-ta-ta0215.asp	http://www.assemblee-nationale.fr/14/ta/ta0215.asp
JORFDOLE000027926565	assemblee	Texte adopté sans modification en 2ème lecture par l'Assemblée nationale le 28 novembre 2013	14-ta-ta0269.asp	http://www.assemblee-nationale.fr/14/ta/ta0269.asp
JORFDOLE000027926565	assemblee	Texte de la commission déposé le 17 décembre 2013	14-ta-commission-r1653-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r1653-a0.asp
JORFDOLE000027926565	assemblee	Texte de la commission déposé le 18 septembre 2013	14-ta-commission-r1386-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r1386-a0.asp
JORFDOLE000027926565	senat	Texte de la commission déposé le 4 décembre 2013	leg-pjl13-202.html	http://www.senat.fr/leg/pjl13-202.html
JORFDOLE000027926565	senat	Texte modifié en 1ère lecture par le Sénat le 9 décembre 2013	petite-loi-ameli-2013-2014-202.html	http://www.senat.fr/petite-loi-ameli/2013-2014/202.html
JORFDOLE000028196878	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 14 janvier 2014	14-ta-ta0273.asp	http://www.assemblee-nationale.fr/14/ta/ta0273.asp
JORFDOLE000028196878	assemblee	Texte adopté en CMP par l 'Assemblée nationale le 11 septembre 2014	14-ta-ta0402.asp	http://www.assemblee-nationale.fr/14/ta/ta0402.asp
JORFDOLE000028196878	assemblee	Texte de la commission déposé le 13 décembre 2013	14-ta-commission-r1639-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r1639-a0.asp
JORFDOLE000028196878	assemblee	Texte de la commission déposé le 26 juin 2014	14-ta-commission-r2066-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2066-a0.asp
JORFDOLE000028196878	assemblee	Texte modifié en 2ème lecture par l 'Assemblée nationale le 9 juillet 2014	14-ta-ta0377.asp	http://www.assemblee-nationale.fr/14/ta/ta0377.asp
JORFDOLE000028196878	senat	Texte adopté en CMP par le Sénat le 24 juillet 2014	petite-loi-ameli-2013-2014-775.html	http://www.senat.fr/petite-loi-ameli/2013-2014/775.html
JORFDOLE000028196878	senat	Texte de la commission déposé le 16 juillet 2014	leg-pjl13-744.html	http://www.senat.fr/leg/pjl13-744.html
JORFDOLE000028196878	senat	Texte de la commission n° 387 déposé le 19 février 2014	leg-pjl13-387.html	http://www.senat.fr/leg/pjl13-387.html
JORFDOLE000028196878	senat	Texte modifié en 1ère lecture par le Sénat le 15 avril 2013	petite-loi-ameli-2013-2014-387.html	http://www.senat.fr/petite-loi-ameli/2013-2014/387.html
JORFDOLE000028196878	senat	Texte modifié en 2ème lecture par le Sénat le 21 juillet 2014	petite-loi-ameli-2013-2014-744.html	http://www.senat.fr/petite-loi-ameli/2013-2014/744.html
JORFDOLE000029039475	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 17 septembre 2014	14-ta-ta0403.asp	http://www.assemblee-nationale.fr/14/ta/ta0403.asp
JORFDOLE000029039475	assemblee	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par l'Assemblée nationale le 10 décembre 2015 (lecture du texte de la CMP)	14-ta-ta0642.asp	http://www.assemblee-nationale.fr/14/ta/ta0642.asp
JORFDOLE000029039475	assemblee	Texte de la CMP déposé le 2 décembre 2015	14-ta-commission-r3294-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r3294-a0.asp
JORFDOLE000029039475	assemblee	Texte de la commission déposé le 16 juillet 2015	14-ta-commission-r2988-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2988-a0.asp
JORFDOLE000029039475	assemblee	Texte de la commission déposé le 17 juillet 2014	14-ta-commission-r2155-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2155-a0.asp
JORFDOLE000029039475	assemblee	Texte modifié en 2ème lecture par l 'Assemblée nationale le 16 septembre 2015	14-ta-ta0581.asp	http://www.assemblee-nationale.fr/14/ta/ta0581.asp
JORFDOLE000029039475	senat	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par le Sénat le 14 décembre 2015 (lecture du texte de la CMP)	petite-loi-ameli-2015-2016-211.html	http://www.senat.fr/petite-loi-ameli/2015-2016/211.html
JORFDOLE000029039475	senat	Texte de la commission déposé le 21 octobre 2015	leg-pjl15-102.html	http://www.senat.fr/leg/pjl15-102.html
JORFDOLE000029039475	senat	Texte de la commission déposé le 4 mars 2015	leg-pjl14-323.html	http://www.senat.fr/leg/pjl14-323.html
JORFDOLE000029039475	senat	Texte modifié en 1ère lecture par le Sénat le 19 mars 2015	petite-loi-ameli-2014-2015-323.html	http://www.senat.fr/petite-loi-ameli/2014-2015/323.html
JORFDOLE000029039475	senat	Texte modifié en 2ème lecture par le Sénat le 28 octobre 2015	petite-loi-ameli-2015-2016-102.html	http://www.senat.fr/petite-loi-ameli/2015-2016/102.html
JORFDOLE000029134377	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 22 juillet 2014	14-ta-ta0388.asp	http://www.assemblee-nationale.fr/14/ta/ta0388.asp
JORFDOLE000029134377	assemblee	Texte adopté en CMP par l'Assemblée nationale le 15 décembre 2014	14-ta-ta0449.asp	http://www.assemblee-nationale.fr/14/ta/ta0449.asp
JORFDOLE000029134377	assemblee	Texte de la commission déposé le 16 juillet 2014	14-ta-commission-r2145-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2145-a0.asp
JORFDOLE000029134377	assemblee	Texte de la commission mixte paritaire déposé le 25 novembre 2014	14-ta-commission-r2390-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2390-a0.asp
JORFDOLE000029134377	senat	Texte adopté en CMP par le Sénat le 18 décembre 2014	petite-loi-ameli-2014-2015-123.html	http://www.senat.fr/petite-loi-ameli/2014-2015/123.html
JORFDOLE000029134377	senat	Texte de la commission déposé le 29 octobre 2014‎	leg-pjl14-060.html	http://www.senat.fr/leg/pjl14-060.html
JORFDOLE000029134377	senat	Texte modifié en 1ère lecture par le Sénat le 5 novembre 2014	petite-loi-ameli-2014-2015-60.html	http://www.senat.fr/petite-loi-ameli/2014-2015/60.html
JORFDOLE000029224335	assemblee	Proposition de loi	14-propositions-pion2046.asp	http://www.assemblee-nationale.fr/14/propositions/pion2046.asp
JORFDOLE000029224335	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 10 juillet 2014	14-ta-ta0378.asp	http://www.assemblee-nationale.fr/14/ta/ta0378.asp
JORFDOLE000029224335	assemblee	Texte adopté en 2ème lecture sans modification par l 'Assemblée nationale le 18 septembre 2014	14-ta-ta0409.asp	http://www.assemblee-nationale.fr/14/ta/ta0409.asp
JORFDOLE000029224335	assemblee	Texte de la commission déposé le 11 septembre 2014	14-ta-commission-r2196-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2196-a0.asp
JORFDOLE000029224335	assemblee	Texte de la commission déposé le 26 juin 2014	14-ta-commission-r2063-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2063-a0.asp
JORFDOLE000029224335	senat	Texte de la commission déposé le 16 juillet 2014	leg-ppl13-742.html	http://www.senat.fr/leg/ppl13-742.html
JORFDOLE000029224335	senat	Texte modifié en 1ère lecture par le Sénat le 23 juillet 2014	petite-loi-ameli-2013-2014-742.html	http://www.senat.fr/petite-loi-ameli/2013-2014/742.html
JORFDOLE000029310724	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 14 octobre 2014	14-ta-ta0412.asp	http://www.assemblee-nationale.fr/14/ta/ta0412.asp
JORFDOLE000029310724	assemblee	Texte adopté en lecture définitive par l 'Assemblée nationale le 22 juillet 2015	14-ta-ta0575.asp	http://www.assemblee-nationale.fr/14/ta/ta0575.asp
JORFDOLE000029310724	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 26 mai 2015	14-ta-ta0519.asp	http://www.assemblee-nationale.fr/14/ta/ta0519.asp
JORFDOLE000029310724	assemblee	Texte de la commission déposé le 16 avril 2015	14-ta-commission-r2736-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2736-a0.asp
JORFDOLE000029310724	assemblee	Texte de la commission déposé le 27 septembre 2014	14-ta-commission-r2230-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2230-a0.asp
JORFDOLE000029310724	senat	Texte de la commission déposé le 17 juin 2015	leg-pjl14-530.html	http://www.senat.fr/leg/pjl14-530.html
JORFDOLE000029310724	senat	Texte de la commission déposé le 28 janvier 2015	leg-pjl14-264.html	http://www.senat.fr/leg/pjl14-264.html
JORFDOLE000029310724	senat	Texte modifié en 1ère lecture par le Sénat le 3 mars 2015	petite-loi-ameli-2014-2015-264.html	http://www.senat.fr/petite-loi-ameli/2014-2015/264.html
JORFDOLE000029310724	senat	Texte modifié en nouvelle lecture par le Sénat le15 juillet 2015	petite-loi-ameli-2014-2015-530.html	http://www.senat.fr/petite-loi-ameli/2014-2015/530.html
JORFDOLE000029589477	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 14 avril 2015	14-ta-ta0505.asp	http://www.assemblee-nationale.fr/14/ta/ta0505.asp
JORFDOLE000029589477	assemblee	Texte adopté en lecture définitive par l 'Assemblée nationale le 17 décembre 2015	14-ta-ta0650.asp	http://www.assemblee-nationale.fr/14/ta/ta0650.asp
JORFDOLE000029589477	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 1er décembre 2015	14-ta-ta0618.asp	http://www.assemblee-nationale.fr/14/ta/ta0618.asp
JORFDOLE000029589477	assemblee	Texte de la commission déposé le 10 novembre 2015	14-ta-commission-r3215-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r3215-a0.asp
JORFDOLE000029589477	assemblee	Texte de la commission déposé le 20 mars 2015	14-ta-commission-r2673-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2673-a0.asp
JORFDOLE000029589477	senat	Texte de la commission déposé le 22 juillet 2015	leg-pjl14-654.html	http://www.senat.fr/leg/pjl14-654.html
JORFDOLE000029589477	senat	Texte modifié en 1ère lecture par le Sénat le 6 octobre 2015	petite-loi-ameli-2014-2015-654.html	http://www.senat.fr/petite-loi-ameli/2014-2015/654.html
JORFDOLE000029589477	senat	Texte rejeté en nouvelle lecture par le Sénat le 14 décembre 2015	petite-loi-ameli-2015-2016-209.html	http://www.senat.fr/petite-loi-ameli/2015-2016/209.html
JORFDOLE000029883713	assemblee	Texte considéré comme adopté en nouvelle lecture, en application de l'art 49, al 3, de la Constitution par l'Assemblée nationale le 18 juin 2015	14-ta-ta0538.asp	http://www.assemblee-nationale.fr/14/ta/ta0538.asp
JORFDOLE000029883713	assemblee	Texte considéré comme adopté par l'Assemblée nationale en 1ère lecture en application de l'art 49, al 3 de la Constitution le 19 février 2015	14-ta-ta0473.asp	http://www.assemblee-nationale.fr/14/ta/ta0473.asp
JORFDOLE000029883713	assemblee	Texte de la commission déposé le 11 juin 2015	14-ta-commission-r2866-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2866-a0.asp
JORFDOLE000029883713	assemblee	Texte de la commission déposé le 19 janvier 2015	14-ta-commission-r2498-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2498-a0.asp
JORFDOLE000029883713	assemblee	Texte sur lequel le Gouvernement a engagé sa responsabilité en application de l’art 49, al 3, de la Constitution	14-ta-pdf-2498-art_49-3.pdf	http://www.assemblee-nationale.fr/14/ta-pdf/2498-art_49-3.pdf
JORFDOLE000029883713	assemblee	Texte sur lequel le Gouvernement a engagé sa responsabilité en application de l’art 49, al 3, de la Constitution	14-ta-pdf-2866-1-art_49-3.pdf	http://www.assemblee-nationale.fr/14/ta-pdf/2866-1-art_49-3.pdf
JORFDOLE000029883713	assemblee	Texte sur lequel le Gouvernement a engagé sa responsabilité en application de l’art 49, al 3, de la Constitution	14-ta-pdf-2934-1-art_49-3.pdf	http://www.assemblee-nationale.fr/14/ta-pdf/2934-1-art_49-3.pdf
JORFDOLE000029883713	senat	Texte de la commission déposé le 23 juin 2015	leg-pjl14-542.html	http://www.senat.fr/leg/pjl14-542.html
JORFDOLE000029883713	senat	Texte de la commission déposé le 25 mars 2015	leg-pjl14-371.html	http://www.senat.fr/leg/pjl14-371.html
JORFDOLE000029883713	senat	Texte modifié en 1ère lecture par le Sénat le 12 mai 2015	petite-loi-ameli-2014-2015-371.html	http://www.senat.fr/petite-loi-ameli/2014-2015/371.html
JORFDOLE000029883713	senat	Texte modifié en nouvelle lecture par le Sénat le 1er juillet 2015	petite-loi-ameli-2014-2015-542.html	http://www.senat.fr/petite-loi-ameli/2014-2015/542.html
JORFDOLE000030513128	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 2 juin 2015	14-ta-ta0521.asp	http://www.assemblee-nationale.fr/14/ta/ta0521.asp
JORFDOLE000030513128	assemblee	Texte adopté en lecture définitive par l 'Assemblée nationale le 23 juillet 2015	14-ta-ta0577.asp	http://www.assemblee-nationale.fr/14/ta/ta0577.asp
JORFDOLE000030513128	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 8 juillet 2015	14-ta-ta0564.asp	http://www.assemblee-nationale.fr/14/ta/ta0564.asp
JORFDOLE000030513128	assemblee	Texte de la commission déposé le 1er juillet 2015	14-ta-commission-r2932-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2932-a0.asp
JORFDOLE000030513128	assemblee	Texte de la commission déposé le 21 mai 2015	14-ta-commission-r2792-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2792-a0.asp
JORFDOLE000030513128	senat	Texte de la commission déposé le 10 juin	leg-pjl14-502.html	http://www.senat.fr/leg/pjl14-502.html
JORFDOLE000030513128	senat	Texte de la commission déposé le 15 juillet 2015	leg-pjl14-634.html	http://www.senat.fr/leg/pjl14-634.html
JORFDOLE000030513128	senat	Texte modifié en 1ère lecture par le Sénat le 30 juin 2015	petite-loi-ameli-2014-2015-502.html	http://www.senat.fr/petite-loi-ameli/2014-2015/502.html
JORFDOLE000030513128	senat	Texte modifié en nouvelle lecture par le Sénat le 20 juillet 2015	petite-loi-ameli-2014-2015-634.html	http://www.senat.fr/petite-loi-ameli/2014-2015/634.html
JORFDOLE000030536694	assemblee	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par l'Assemblée nationale le 1er octobre 2015 (lecture texte CMP)	14-ta-ta0589.asp	http://www.assemblee-nationale.fr/14/ta/ta0589.asp
JORFDOLE000030536694	assemblee	Texte de la CMP déposé le 29 septembre 2015	14-ta-commission-r3087-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r3087-a0.asp
JORFDOLE000030536694	assemblee	Texte de la commission déposé le 8 juillet 2015	14-ta-commission-r2949-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2949-a0.asp
JORFDOLE000030536694	assemblee	Texte modifié en 1ère lecture par l 'Assemblée nationale le 16 juillet 2015	14-ta-ta0571.asp	http://www.assemblee-nationale.fr/14/ta/ta0571.asp
JORFDOLE000030536694	senat	Texte adopté en 1ère lecture par le Sénat le 26 juin 2015	petite-loi-ameli-2014-2015-523.html	http://www.senat.fr/petite-loi-ameli/2014-2015/523.html
JORFDOLE000030536694	senat	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par le Sénat le 1er octobre 2015 (lecture texte CMP)	petite-loi-ameli-2014-2015-712.html	http://www.senat.fr/petite-loi-ameli/2014-2015/712.html
JORFDOLE000030536694	senat	Texte de la commission déposé le 17 juin 2015	leg-pjl14-523.html	http://www.senat.fr/leg/pjl14-523.html
JORFDOLE000030962821	assemblee	Texte adopté en lecture définitive par l'Assemblée nationale le 12 octobre 2016	14-ta-ta0824.asp	http://www.assemblee-nationale.fr/14/ta/ta0824.asp
JORFDOLE000030962821	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 12 juillet 2016	14-ta-ta0792.asp	http://www.assemblee-nationale.fr/14/ta/ta0792.asp
JORFDOLE000030962821	assemblee	Texte de la commission déposé le 29 juin 2016	14-ta-commission-r3904-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r3904-a0.asp
JORFDOLE000030962821	assemblee	Texte de la commission déposé le 6 mai 2016	14-ta-commission-r3726-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r3726-a0.asp
JORFDOLE000030962821	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 24 mai 2016	14-ta-ta0738.asp	http://www.assemblee-nationale.fr/14/ta/ta0738.asp
JORFDOLE000030962821	senat	Texte adopté en 1ère lecture par le Sénat le 5 novembre 2015	petite-loi-ameli-2015-2016-122.html	http://www.senat.fr/petite-loi-ameli/2015-2016/122.html
JORFDOLE000030962821	senat	Texte de la commission déposé le 28 octobre 2015	leg-pjl15-122.html	http://www.senat.fr/leg/pjl15-122.html
JORFDOLE000030962821	senat	Texte de la commission n° 840 déposé le 21 septembre 2016	leg-pjl15-840.html	http://www.senat.fr/leg/pjl15-840.html
JORFDOLE000030962821	senat	Texte modifié en nouvelle lecture par le Sénat le 28 septembre 2016	petite-loi-ameli-2015-2016-840.html	http://www.senat.fr/petite-loi-ameli/2015-2016/840.html
JORFDOLE000031278667	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 27 octobre 2015	14-ta-ta0600.asp	http://www.assemblee-nationale.fr/14/ta/ta0600.asp
JORFDOLE000031278667	assemblee	Texte adopté en lecture définitive par l'Assemblée nationale le 30 novembre 2015	14-ta-ta0617.asp	http://www.assemblee-nationale.fr/14/ta/ta0617.asp
JORFDOLE000031278667	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 23 novembre 2015	14-ta-ta0610.asp	http://www.assemblee-nationale.fr/14/ta/ta0610.asp
JORFDOLE000031278667	senat	Texte modifié en 1ère lecture par le Sénat le 17 novembre 2015	petite-loi-ameli-2015-2016-128.html	http://www.senat.fr/petite-loi-ameli/2015-2016/128.html
JORFDOLE000031278667	senat	Texte rejeté en nouvelle lecture par le Sénat le 26 novembre 2015	leg-tas15-045.html	http://www.senat.fr/leg/tas15-045.html
JORFDOLE000031589829	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 26 janvier 2016	14-ta-ta0663.asp	http://www.assemblee-nationale.fr/14/ta/ta0663.asp
JORFDOLE000031589829	assemblee	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par l'Assemblée nationale le 20 juillet 2016 (lecture texte CMP)	14-ta-ta0802.asp	http://www.assemblee-nationale.fr/14/ta/ta0802.asp
JORFDOLE000031589829	assemblee	Texte de la CMP déposé le 30 juin 2016	14-ta-commission-r3902-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r3902-a0.asp
JORFDOLE000031589829	assemblee	Texte de la commission déposé le 15 janvier 2016‎	14-ta-commission-r3399-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r3399-a0.asp
JORFDOLE000031589829	senat	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par le Sénat le 28 septembre 2016 (lecture texte CMP)	petite-loi-ameli-2015-2016-744.html	http://www.senat.fr/petite-loi-ameli/2015-2016/744.html
JORFDOLE000031589829	senat	Texte de la commission déposé le 6 avril 2016	leg-pjl15-535.html	http://www.senat.fr/leg/pjl15-535.html
JORFDOLE000031589829	senat	Texte modifié en 1ère lecture par le Sénat le 3 mai 2016	petite-loi-ameli-2015-2016-535.html	http://www.senat.fr/petite-loi-ameli/2015-2016/535.html
JORFDOLE000031974277	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 8 mars 2016	14-ta-ta0686.asp	http://www.assemblee-nationale.fr/14/ta/ta0686.asp
JORFDOLE000031974277	assemblee	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par l'Assemblée nationale le 19 mai 2016 (lecture du texte de la CMP)	14-ta-ta0735.asp	http://www.assemblee-nationale.fr/14/ta/ta0735.asp
JORFDOLE000031974277	assemblee	Texte de la CMP déposé le 11 mai 2016	14-ta-commission-r3742-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r3742-a0.asp
JORFDOLE000031974277	assemblee	Texte de la commission déposé le 18 février 2016	14-ta-commission-r3515-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r3515-a0.asp
JORFDOLE000031974277	senat	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par le Sénat le 25 mai 2016	petite-loi-ameli-2015-2016-606.html	http://www.senat.fr/petite-loi-ameli/2015-2016/606.html
JORFDOLE000031974277	senat	Texte de la commission déposé le 23 mars 2016	leg-pjl15-492.html	http://www.senat.fr/leg/pjl15-492.html
JORFDOLE000031974277	senat	Texte modifié en 1ère lecture par le Sénat le 5 avril 2016	dossier-legislatif-pjl15-445.html	http://www.senat.fr/dossier-legislatif/pjl15-445.html
JORFDOLE000031978450	assemblee	Proposition de loi	14-propositions-pion2964.asp	http://www.assemblee-nationale.fr/14/propositions/pion2964.asp
JORFDOLE000031978450	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 3 février 2016	14-ta-ta0672.asp	http://www.assemblee-nationale.fr/14/ta/ta0672.asp
JORFDOLE000031978450	assemblee	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par l'Assemblée nationale le 1er juin 2016	14-ta-ta0746.asp	http://www.assemblee-nationale.fr/14/ta/ta0746.asp
JORFDOLE000031978450	assemblee	Texte de la commission déposé le 28 octobre 2015	14-ta-commission-r3178-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r3178-a0.asp
JORFDOLE000031978450	assemblee	Texte de la commission déposé le 6 avril 2016	14-ta-commission-r3672-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r3672-a0.asp
JORFDOLE000031978450	senat	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par le Sénat le 7 juin 2016	petite-loi-ameli-2015-2016-541.html	http://www.senat.fr/petite-loi-ameli/2015-2016/541.html
JORFDOLE000031978450	senat	Texte de la commission déposé le 2 mars 2016	leg-ppl15-431.html	http://www.senat.fr/leg/ppl15-431.html
JORFDOLE000031978450	senat	Texte modifié en 1ère lecture par le Sénat le 24 mars 2016	petite-loi-ameli-2015-2016-431.html	http://www.senat.fr/petite-loi-ameli/2015-2016/431.html
JORFDOLE000031983191	assemblee	Texte de la commission déposé le 26 avril 2016	14-ta-commission-r3693-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r3693-a0.asp
JORFDOLE000031983191	assemblee	Texte de la commission déposé le 30 novembre 2016	14-ta-commission-r4261-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r4261-a0.asp
JORFDOLE000031983191	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 28 avril 2016	14-ta-ta0726.asp	http://www.assemblee-nationale.fr/14/ta/ta0726.asp
JORFDOLE000031983191	assemblee	Texte modifié en 2e lecture par l'Assemblée nationale le 8 décembre 2016	14-ta-ta0856.asp	http://www.assemblee-nationale.fr/14/ta/ta0856.asp
JORFDOLE000031983191	senat	Proposition de loi	leg-ppl15-225.html	http://www.senat.fr/leg/ppl15-225.html
JORFDOLE000031983191	senat	Texte adopté avec modifications en 2e lecture par le Sénat le 2 juin 2016	petite-loi-ameli-2015-2016-634.html	http://www.senat.fr/petite-loi-ameli/2015-2016/634.html
JORFDOLE000031983191	senat	Texte adopté en 1ère lecture par le Sénat le 4 février 2016	petite-loi-ameli-2015-2016-334.html	http://www.senat.fr/petite-loi-ameli/2015-2016/334.html
JORFDOLE000031983191	senat	Texte adopté sans modification en 3e lecture par le Sénat le 10 janvier 2017	petite-loi-ameli-2016-2017-256.html	http://www.senat.fr/petite-loi-ameli/2016-2017/256.html
JORFDOLE000031983191	senat	Texte de la commission déposé le 21 décembre 2016	dossierleg-ppl15-225.html	http://www.senat.fr/dossierleg/ppl15-225.html
JORFDOLE000031983191	senat	Texte de la commission déposé le 25 mai 2016	leg-ppl15-634.html	http://www.senat.fr/leg/ppl15-634.html
JORFDOLE000031983191	senat	Texte de la commission déposé le 27 janvier 2016	leg-ppl15-334.html	http://www.senat.fr/leg/ppl15-334.html
JORFDOLE000032319792	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 14 juin 2016	14-ta-ta0755.asp	http://www.assemblee-nationale.fr/14/ta/ta0755.asp
JORFDOLE000032319792	assemblee	Texte adopté en lecture définitive par l'Assemblée nationale le 8 novembre 2016	14-ta-ta0830.asp	http://www.assemblee-nationale.fr/14/ta/ta0830.asp
JORFDOLE000032319792	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 29 septembre 2016	14-ta-ta0818.asp	http://www.assemblee-nationale.fr/14/ta/ta0818.asp
JORFDOLE000032319792	assemblee	Texte de la commission déposé le 21 septembre 2016	14-ta-commission-r4045-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r4045-a0.asp
JORFDOLE000032319792	assemblee	Texte de la commission déposé le 26 mai 2016	14-ta-commission-r3785-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r3785-a0.asp
JORFDOLE000032319792	senat	Texte de la commission déposé le 22 juin 2016	leg-pjl15-713.html	http://www.senat.fr/leg/pjl15-713.html
JORFDOLE000032319792	senat	Texte de la commission déposé le 26 octobre 2016	dossierleg-pjl15-691.html	http://www.senat.fr/dossierleg/pjl15-691.html
JORFDOLE000032319792	senat	Texte modifié en 1ère lecture par le Sénat le 8 juillet 2016	petite-loi-ameli-2015-2016-713.html	http://www.senat.fr/petite-loi-ameli/2015-2016/713.html
JORFDOLE000032319792	senat	Texte modifié en nouvelle lecture par le Sénat le 3 novembre 2016	petite-loi-ameli-2016-2017-80.html	http://www.senat.fr/petite-loi-ameli/2016-2017/80.html
JORFDOLE000032539659	assemblee	Texte de la commission déposé le 20 septembre 2016	14-ta-commission-r4042-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r4042-a0.asp
JORFDOLE000032539659	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 27 septembre 2016	14-ta-ta0813.asp	http://www.assemblee-nationale.fr/14/ta/ta0813.asp
JORFDOLE000032539659	senat	Proposition de loi	leg-ppl15-504.html	http://www.senat.fr/leg/ppl15-504.html
JORFDOLE000032539659	senat	Texte adopté en 1ère lecture par le Sénat le 17 mai 2016	petite-loi-ameli-2015-2016-593.html	http://www.senat.fr/petite-loi-ameli/2015-2016/593.html
JORFDOLE000032539659	senat	Texte adopté sans modification en 2e lecture par le Sénat le 13 octobre 2016	petite-loi-ameli-2016-2017-5.html	http://www.senat.fr/petite-loi-ameli/2016-2017/5.html
JORFDOLE000032539659	senat	Texte de la commission déposé le 11 mai 2016	leg-ppl15-593.html	http://www.senat.fr/leg/ppl15-593.html
JORFDOLE000032539659	senat	Texte de la commission déposé le 5 octobre 2016	leg-ppl16-005.html	http://www.senat.fr/leg/ppl16-005.html
JORFDOLE000032669047	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 6 octobre 2016	14-ta-ta0822.asp	http://www.assemblee-nationale.fr/14/ta/ta0822.asp
JORFDOLE000032669047	assemblee	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution, par l'Assemblée nationale le 26 janvier 2017	14-ta-ta0893.asp	http://www.assemblee-nationale.fr/14/ta/ta0893.asp
JORFDOLE000032669047	assemblee	Texte de la CMP déposé le 17 janvier 2017	14-ta-commission-r4378-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r4378-a0.asp
